id;date;mode;from_alamat;from_kelurahan;from_kecamatan;from_latlng;to_alamat;to_kelurahan;to_kecamatan;to_latlng;distance;amount_delivery;amount_merchant;transaction_amount_total;customer_id;customer_gender;customer_birthdate;driver_id;driver_gender;driver_birthdate;kendaraan_jenis;kendaraan_merk;merchant_id;merchant_name;merchant_category
1116;2019/02/22 16:31 s/d 2019/02/22 14:33;FOOD;Geprek Bensu Pontianak, Jalan Sungai Raya Dalam no A1;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,0263303,109,3425039;Gang Anugrah,  Siantan Tengah;BATU LAYANG;PONTIANAK UTARA;0.010893692631288,109,3511475;6.25;8000;49000;57000;69;P;1999-03-11T00:00:00;105;P;1989-03-18T00:00:00;MOTOR;Kawasaki;338;Geprek Bensu Pontianak;WARUNG MAKAN
1649;2019/02/22 14:33 s/d 2019/02/22 14:24;BIKE;Gang Pramuka,  Pal Lima;SUNGAI BANGKONG;PONTIANAK KOTA;-0,026092317,109,2841892;Gg. Selamat 1 No.2,  Sungai Jawi Dalam;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,019095971,109,3211531;6.18;3000;0;3000;62;P;1977-12-04T00:00:00;90;L;1997-03-24T00:00:00;MOTOR;Yamaha;;;
1137;2019/02/22 14:24 s/d 2019/02/22 13:30;FOOD;Sosmed Cafe Dan Lounge, Jl. Wage Rudolf Supratman No.6B, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;PARIT TOKAYA;PONTIANAK SELATAN;-0,0336016,109,3376874;Gang Eklasia No.7b,  Kota Baru;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,065433087,109,3168715;6.23;8000;86000;94000;59;P;1985-10-26T00:00:00;75;L;1985-12-28T00:00:00;MOTOR;TVS;340;Sosmed Cafe Dan Lounge;CAFE
1395;2019/02/22 13:30 s/d 2019/02/22 07:34;SHOP;Indomaret Komyos Sudarso, Jl Komyos Sudarso;SUNGAI BELIUNG;PONTIANAK BARAT;-0,005413,109,304494;Unnamed Road,  Mega Tim.;TAMBELAN SAMPIT;PONTIANAK TIMUR;0.015009115745033,109,3798433;10.68;15000;42000;57000;36;L;1990-09-03T00:00:00;91;L;1995-12-24T00:00:00;MOTOR;Honda;419;Indomaret Komyos Sudarso;TOKO/SWALAYAN
1685;2019/02/22 07:34 s/d 2019/02/21 19:41;BIKE;Unnamed Road,  Akcaya;PAL LIMA;PONTIANAK BARAT;-0,046198347,109,3364562;Jl. Yam Sabran No.52,  Tj. Hulu;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,025643522,109,3761755;6.97;3500;0;3500;66;L;2002-12-28T00:00:00;104;P;1979-10-19T00:00:00;MOTOR;BMW;;;
1198;2019/02/21 19:41 s/d 2019/02/21 17:20;FOOD;UP2U Food Junction, Jl. Jendral Urip No.18, Tengah, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;MARIANA;PONTIANAK KOTA;-0,0254481,109,3346936;Jl. Dharma Putra No.59,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;-0,003676138,109,3447368;4.67;6000;42000;48000;27;P;1974-04-18T00:00:00;101;P;1986-02-04T00:00:00;MOTOR;Honda;336;UP2U Food Junction;JAJANAN
1921;2019/02/21 17:20 s/d 2019/02/21 06:36;CAR;JL. Pangeran Natakusumah,  No. 2;MARIANA;PONTIANAK KOTA;-0,040196844,109,3136736;Jl. Purnama Agung 7,  Komplek Pondok Agung Permata;DALAM BUGIS;PONTIANAK TIMUR;-0,066508598,109,3288436;5.38;9600;0;9600;24;L;1985-03-28T00:00:00;107;P;1992-01-09T00:00:00;MOBIL;Volvo;;;
1215;2019/02/21 06:36 s/d 2019/02/20 11:34;FOOD;Marugame Udon & Tempura, Ayani Megamall, Jl. Jenderal Ahmad Yani No.4, Parit Tokaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;KOTA BARU;PONTIANAK SELATAN;-0,05151,109,345177;Gg. Selamat No.11a,  Kota Baru;SUNGAI JAWI;PONTIANAK KOTA;-0,055375633,109,3139258;5.5;7000;47500;54500;12;L;2002-12-27T00:00:00;76;L;1992-07-12T00:00:00;MOTOR;TVS;126;Marugame Udon & Tempura, Ayani Megamall;RESTAURANT
1943;2019/02/20 11:34 s/d 2019/02/19 21:24;CAR;Blok F5,  Siantan Hilir;SIANTAN TENGAH;PONTIANAK UTARA;0.0029947580153766,109,34436;Jl. Raya Sungai Kakap No.93,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,061991467,109,2742825;12.63;25200;0;25200;49;L;1999-12-09T00:00:00;98;L;1981-08-19T00:00:00;MOBIL;Audi;;;
1698;2019/02/19 21:24 s/d 2019/02/19 20:50;BIKE;Gang Parit Timur,  Mega Tim.;SIANTAN HULU;PONTIANAK UTARA;-0,007100385,109,3989423;Jl. Sultan Hamid II No.7c,  Tj. Hilir;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,018909388,109,3638593;6.12;3000;0;3000;49;L;1999-12-09T00:00:00;85;L;1984-01-06T00:00:00;MOTOR;Suzuki;;;
1462;2019/02/19 20:50 s/d 2019/02/19 14:41;SHOP;Alfamart Tabrani Ahmad, Jl Tabrani Ahmad;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0209993,109,2978401;Jl. Widodo No.226,  Akcaya;TENGAH;PONTIANAK KOTA;-0,050510431,109,3202406;6.12;8000;60500;68500;12;L;2002-12-27T00:00:00;101;P;1986-02-04T00:00:00;MOTOR;Honda;422;Alfamart Tabrani Ahmad;TOKO/SWALAYAN
1756;2019/02/19 14:41 s/d 2019/02/18 22:38;BIKE;Jl. Khatulistiwa No.2,  Siantan Hilir;BANJAR SERASAN;PONTIANAK TIMUR;-0,013252722,109,3348968;JL Merdeka Gang. Kakak Tua,  No. 66;SUNGAI BELIUNG;PONTIANAK BARAT;-0,019748283,109,3294103;2.95;1000;0;1000;41;P;2000-08-25T00:00:00;80;L;1987-03-29T00:00:00;MOTOR;TVS;;;
1870;2019/02/18 22:38 s/d 2019/02/18 19:41;BIKE;the green park blok i no.5,  Jl. Tekam;DALAM BUGIS;PONTIANAK TIMUR;-0,033896997,109,3650388;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,061025807,109,2824666;11.66;6000;0;6000;46;P;1988-04-12T00:00:00;78;L;1999-11-13T00:00:00;MOTOR;Yamaha;;;
1721;2019/02/18 19:41 s/d 2019/02/18 15:40;BIKE;Jalan Bina Jaya,  Kota Baru;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,064860336,109,310055;Jl. Mujahidin,  Akcaya;BATU LAYANG;PONTIANAK UTARA;-0,041456206,109,3361698;5.9;2500;0;2500;45;P;1984-01-08T00:00:00;92;L;1977-03-04T00:00:00;MOTOR;Yamaha;;;
1433;2019/02/18 15:40 s/d 2019/02/18 14:45;SHOP;Alfamart Siantan Hulu, Jl 28 Oktober;SIANTAN HULU;PONTIANAK UTARA;-0,008582,109,361511;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,053320422,109,2809914;12.24;17000;100000;117000;13;L;1989-03-16T00:00:00;89;L;1987-02-12T00:00:00;MOTOR;Suzuki;426;Alfamart Siantan Hulu;TOKO/SWALAYAN
1283;2019/02/18 14:45 s/d 2019/02/18 14:13;FOOD;Blackball Pontianak, Gg. Kinibalu No.54, Sungai Jawi Dalam, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,020388,109,317973;Gg.Masjid,  Bansir Darat;SUNGAI BANGKONG;PONTIANAK KOTA;-0,086512654,109,3365535;9.64;13000;32500;45500;40;P;1997-03-22T00:00:00;77;L;1976-07-26T00:00:00;MOTOR;BMW;43;Blackball Pontianak;CAFE
1765;2019/02/18 14:13 s/d 2019/02/18 12:48;BIKE;Jl. Era No.354,  Sungai Beliung;PAL LIMA;PONTIANAK BARAT;-0,010051894,109,3032145;Jl. Raya Kalimas Hulu,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,083352601,109,2831925;10.45;5000;0;5000;7;P;2004-08-22T00:00:00;93;L;1984-12-26T00:00:00;MOTOR;TVS;;;
1410;2019/02/18 12:48 s/d 2019/02/18 11:47;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Unnamed Road,  Durian;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,044858807,109,3851413;8.46;11000;34500;45500;44;L;1987-12-23T00:00:00;81;L;1991-09-08T00:00:00;MOTOR;BMW;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1917;2019/02/18 11:47 s/d 2019/02/18 10:29;CAR;Gg. Harapan Jaya No.10,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,032895841,109,3209519;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,067818234,109,2821362;7.81;14400;0;14400;13;L;1989-03-16T00:00:00;108;P;1991-12-21T00:00:00;MOBIL;Toyota;;;
2026;2019/02/18 10:29 s/d 2019/02/17 22:38;CAR;Jl. Parit Leban,  Punggur Kecil;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,104966945,109,2871267;Gang Bersama 1A No.1a,  Siantan Hulu;SAIGON;PONTIANAK TIMUR;-0,015705206,109,3518954;14.26;28800;0;28800;62;P;1977-12-04T00:00:00;97;L;1978-07-27T00:00:00;MOBIL;Mitsubishi;;;
1114;2019/02/17 22:38 s/d 2019/02/17 20:10;FOOD;Blackball Pontianak, Gg. Kinibalu No.54, Sungai Jawi Dalam, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,020388,109,317973;Jl. Apel No.1,  Sungai Jawi Luar;SUNGAI BELIUNG;PONTIANAK BARAT;-0,014499249,109,3213659;2.76;3000;81500;84500;51;L;1991-07-05T00:00:00;104;P;1979-10-19T00:00:00;MOTOR;BMW;43;Blackball Pontianak;CAFE
1109;2019/02/17 20:10 s/d 2019/02/17 12:54;FOOD;Warung Haha Hihi, Jl. Cendrawasih No.53, Tengah, Pontianak Kota, Kota Pontianak, Kalimantan Barat, Indonesia;TENGAH;PONTIANAK KOTA;-0,0239244,109,3308352;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,065303451,109,2898046;8.48;11000;96000;107000;14;L;1995-03-01T00:00:00;75;L;1985-12-28T00:00:00;MOTOR;TVS;369;Warung Haha Hihi;WARUNG MAKAN
2034;2019/02/17 12:54 s/d 2019/02/17 09:44;CAR;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,040152642,109,268969;Jl. Khatulistiwa No.2,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;-0,010935921,109,3351828;10.05;19200;0;19200;51;L;1991-07-05T00:00:00;99;L;1982-12-20T00:00:00;MOBIL;BMW;;;
1768;2019/02/17 09:44 s/d 2019/02/17 06:57;BIKE;Jl. Swadaya No.666,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,06106015,109,2923865;Gang Nirbaya 4 No.7,  Kota Baru;KOTA BARU;PONTIANAK SELATAN;-0,059793601,109,3119956;4.18;1500;0;1500;45;P;1984-01-08T00:00:00;77;L;1976-07-26T00:00:00;MOTOR;BMW;;;
1813;2019/02/17 06:57 s/d 2019/02/16 17:17;BIKE;Gg. Keluarga 2,  Batu Layang;SUNGAI BELIUNG;PONTIANAK BARAT;0.015008468845206,109,3122406;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,055103634,109,281383;10.52;5000;0;5000;34;L;2005-07-07T00:00:00;100;P;1993-08-11T00:00:00;MOTOR;Yamaha;;;
1832;2019/02/16 17:17 s/d 2019/02/16 14:10;BIKE;Jl. Sungai Raya Dalam,  Punggur Kecil;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,117926238,109,3264796;Pal IX,  Kakap River;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,064188085,109,2856096;9.51;4500;0;4500;4;L;1985-01-17T00:00:00;80;L;1987-03-29T00:00:00;MOTOR;TVS;;;
1977;2019/02/16 14:10 s/d 2019/02/16 13:47;CAR;Gg. Tata Kota No.2,  Kota Baru;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,061823134,109,3157978;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,070295109,109,2846159;5.59;9600;0;9600;20;P;1993-03-17T00:00:00;96;L;1995-05-26T00:00:00;MOBIL;KIA;;;
1844;2019/02/16 13:47 s/d 2019/02/16 13:10;BIKE;Gg. Asia Jaya No.7a,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,06487571,109,3127584;jl.h rais a.rahman gg.kemuning no.10,  Sungai Jawi;MARIANA;PONTIANAK KOTA;-0,024193731,109,3098515;6.53;3000;0;3000;70;P;1985-12-24T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;;;
1971;2019/02/16 13:10 s/d 2019/02/16 10:33;CAR;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,074457023,109,2824155;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,057896644,109,2520352;5.85;10800;0;10800;56;L;1984-09-22T00:00:00;98;L;1981-08-19T00:00:00;MOBIL;Audi;;;
1182;2019/02/16 10:33 s/d 2019/02/15 21:33;FOOD;Es Krim Angi, Jl. Karel Satsuit Tubun, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,0379059,109,331517;Gg. Lawu No.30a,  Sungai Jawi Dalam;PAL LIMA;PONTIANAK BARAT;-0,019341138,109,3128625;4.93;6000;56000;62000;42;P;1998-02-20T00:00:00;105;P;1989-03-18T00:00:00;MOTOR;Kawasaki;76;Es Krim Angi;JAJANAN
1131;2019/02/15 21:33 s/d 2019/02/15 20:49;FOOD;KFC Gajah Mada, Jl. Siam No.216, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;AKCAYA;PONTIANAK SELATAN;-0,0310438,109,3402023;Jl. Sultan Muhammad No.112,  Darat Sekip;MARIANA;PONTIANAK KOTA;-0,025617603,109,3451479;2.82;3000;47500;50500;22;P;2001-10-10T00:00:00;79;L;1987-08-18T00:00:00;MOTOR;BMW;105;KFC Gajah Mada;RESTAURANT
1431;2019/02/15 20:49 s/d 2019/02/15 20:41;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Jl. Terminal Siantan,  Siantan Tengah;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,020064396,109,3425236;3;3000;76000;79000;36;L;1990-09-03T00:00:00;83;L;1975-11-17T00:00:00;MOTOR;Honda;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1673;2019/02/15 20:41 s/d 2019/02/15 18:52;BIKE;Gg. Mukminin,  Sungai Beliung;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,014145809,109,3040164;Jl. Khatulistiwa No.157,  Siantan Hilir;DALAM BUGIS;PONTIANAK TIMUR;-0,008650545,109,3331518;5.3;2500;0;2500;44;L;1987-12-23T00:00:00;80;L;1987-03-29T00:00:00;MOTOR;TVS;;;
1252;2019/02/15 18:52 s/d 2019/02/15 09:43;FOOD;TOSS Cafe, Jl. Ir. H. Juanda No.76, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;DARAT SEKIP;PONTIANAK KOTA;-0,0266853,109,3395616;Gg. Natuna No.36,  Sungai Beliung;SUNGAI BELIUNG;PONTIANAK BARAT;-0,011076057,109,3076055;5.95;7000;60500;67500;11;P;2002-03-13T00:00:00;81;L;1991-09-08T00:00:00;MOTOR;BMW;19;TOSS Cafe;CAFE
2035;2019/02/15 09:43 s/d 2019/02/15 08:25;CAR;Gang H. Majid,  Parit Tokaya;PARIT TOKAYA;PONTIANAK SELATAN;-0,053009894,109,3415602;Blk. G-H No.65,  Sungai Jawi;KOTA BARU;PONTIANAK SELATAN;-0,054484543,109,2997345;6.65;12000;0;12000;70;P;1985-12-24T00:00:00;99;L;1982-12-20T00:00:00;MOBIL;BMW;;;
1427;2019/02/15 08:25 s/d 2019/02/15 07:17;SHOP;Alfamart Tabrani Ahmad, Jl Tabrani Ahmad;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0209993,109,2978401;Gg. Alam No.88,  Sungai Bangkong;PARIT TOKAYA;PONTIANAK SELATAN;-0,053731581,109,3029183;5.68;7000;31000;38000;33;L;2000-07-11T00:00:00;80;L;1987-03-29T00:00:00;MOTOR;TVS;422;Alfamart Tabrani Ahmad;TOKO/SWALAYAN
1786;2019/02/15 07:17 s/d 2019/02/14 18:20;BIKE;Gang Waspada 1 No.5,  Sungai Jawi;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,021475477,109,3173581;Gang Amal No.22B,  Siantan Hulu;SAIGON;PONTIANAK TIMUR;-0,017650324,109,366361;7.47;3500;0;3500;26;P;1999-05-30T00:00:00;91;L;1995-12-24T00:00:00;MOTOR;Honda;;;
1246;2019/02/14 18:20 s/d 2019/02/14 17:37;FOOD;Sugeban Alianyang, Jl. Alianyang No.36, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78113, Indonesia;MARIANA;PONTIANAK KOTA;-0,033283,109,321995;Gg. Tj. Pinang,  Tj. Hulu;DALAM BUGIS;PONTIANAK TIMUR;-0,025246082,109,374279;7.88;10000;98500;108500;24;L;1985-03-28T00:00:00;104;P;1979-10-19T00:00:00;MOTOR;BMW;13;Sugeban Alianyang;RESTAURANT
1839;2019/02/14 17:37 s/d 2019/02/13 18:44;BIKE;Gang Amanah No.15,  Kota Baru;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,062032885,109,3130224;Gg. Melda No.36,  Sungai Jawi Dalam;SUNGAI JAWI;PONTIANAK KOTA;-0,020394963,109,3060265;6.69;3000;0;3000;45;P;1984-01-08T00:00:00;100;P;1993-08-11T00:00:00;MOTOR;Yamaha;;;
1607;2019/02/13 18:44 s/d 2019/02/13 07:53;BIKE;Jl. Budi Utomo No.F3,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;0.00527383142849,109,3382976;Jl. Hos Cokroaminoto Gg. Bungur No.42,  Tengah;SIANTAN HILIR;PONTIANAK UTARA;-0,027508298,109,3343376;5.67;2500;0;2500;45;P;1984-01-08T00:00:00;78;L;1999-11-13T00:00:00;MOTOR;Yamaha;;;
1610;2019/02/13 07:53 s/d 2019/02/13 07:46;BIKE;Komp. Bali Mas 1 No.D.20,  Bangka Belitung Darat;KOTA BARU;PONTIANAK SELATAN;-0,074659073,109,3551935;Jl. MT Haryono,  Akcaya;PARIT MAYOR;PONTIANAK TIMUR;-0,045356566,109,3360101;5.89;2500;0;2500;37;P;1985-01-08T00:00:00;75;L;1985-12-28T00:00:00;MOTOR;TVS;;;
1619;2019/02/13 07:46 s/d 2019/02/12 06:33;BIKE;Gg. Gajah Mada 18 No.21A,  Benua Melayu Darat;SIANTAN HILIR;PONTIANAK UTARA;-0,035274778,109,3403297;Jl. Permata Ampera Blok A,  Sungai Jawi;BANSIR LAUT;PONTIANAK TENGGARA;-0,052081646,109,2977094;7.09;3500;0;3500;14;L;1995-03-01T00:00:00;101;P;1986-02-04T00:00:00;MOTOR;Honda;;;
1728;2019/02/12 06:33 s/d 2019/02/11 19:59;BIKE;Gang Banyumas,  Tj. Hulu;SIANTAN TENGAH;PONTIANAK UTARA;-0,022320636,109,3744458;Jl. BTN Permai No.527,  Sungai Beliung;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,008692562,109,2988765;10.54;5000;0;5000;52;P;1988-01-21T00:00:00;83;L;1975-11-17T00:00:00;MOTOR;Honda;;;
1466;2019/02/11 19:59 s/d 2019/02/11 19:39;SHOP;Alfamart Pontianak Mall, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0301863,109,3356331;Unnamed Road,  Siantan Tengah;SIANTAN HILIR;PONTIANAK UTARA;-0,006290619,109,3478846;4.99;6000;63000;69000;66;L;2002-12-28T00:00:00;78;L;1999-11-13T00:00:00;MOTOR;Yamaha;421;Alfamart Pontianak Mall;TOKO/SWALAYAN
1210;2019/02/11 19:39 s/d 2019/02/10 17:57;FOOD;Grillme , Jl. Gusti Johan Idrus No.12, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;SUNGAI BANGKONG;PONTIANAK KOTA;-0,0445047,109,3318756;Gg. HM Suwignyo I No.9,  Sungai Bangkong;SUNGAI JAWI;PONTIANAK KOTA;-0,03204033,109,3164071;4.21;5000;60000;65000;12;L;2002-12-27T00:00:00;90;L;1997-03-24T00:00:00;MOTOR;Yamaha;12;Grillme ;RESTAURANT
1622;2019/02/10 17:57 s/d 2019/02/10 17:39;BIKE;Gang Eklasia No.7b,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,064690864,109,316421;Blk. C-D No.c12,  Pal Lima;MARIANA;PONTIANAK KOTA;-0,031034466,109,2848186;7.13;3500;0;3500;36;L;1990-09-03T00:00:00;94;L;1981-09-21T00:00:00;MOTOR;BMW;;;
1261;2019/02/10 17:39 s/d 2019/02/10 13:34;FOOD;Banana Queen, Jalan Putri Daranante Gg.Nurcahaya No.41B;SUNGAI BANGKONG;PONTIANAK KOTA;-0,0263303,109,3425039;Jl. Raya Sungai Kakap No.67,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,05853362,109,2681455;11.01;15000;80500;95500;28;P;1990-02-15T00:00:00;83;L;1975-11-17T00:00:00;MOTOR;Honda;339;Banana Queen;JAJANAN
1591;2019/02/10 13:34 s/d 2019/02/09 17:26;BIKE;Jl. Media No.46,  Benua Melayu Darat;TENGAH;PONTIANAK KOTA;-0,0494761,109,3480021;Unnamed Road,  Punggur Kecil;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,08380804,109,3161212;7.21;3500;0;3500;58;L;1998-07-05T00:00:00;90;L;1997-03-24T00:00:00;MOTOR;Yamaha;;;
1659;2019/02/09 17:26 s/d 2019/02/09 14:59;BIKE;Unnamed Road,  Saigon;PARIT MAYOR;PONTIANAK TIMUR;-0,044568656,109,3706488;Jl. Dharma Putra,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;0.0038359314870957,109,3425164;8.23;4000;0;4000;48;L;2005-10-29T00:00:00;78;L;1999-11-13T00:00:00;MOTOR;Yamaha;;;
1623;2019/02/09 14:59 s/d 2019/02/09 14:43;BIKE;Jl. Tebu No.6B,  Sungai Jawi Dalam;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,012762989,109,3093523;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,060016385,109,2833266;8;4000;0;4000;63;P;1994-05-03T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;;;
1264;2019/02/09 14:43 s/d 2019/02/09 11:15;FOOD;Mato Pontianak, Jl. Putri Candramidi No.21a, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78116, Indonesia;DARAT SEKIP;PONTIANAK KOTA;"-0,0384471,109.3272303 																															-0.03844709999999999";Gg. Pancasila II No.51,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,032051085,109,3194609;3.12;3000;62000;65000;1;L;1997-04-01T00:00:00;83;L;1975-11-17T00:00:00;MOTOR;Honda;48;Mato Pontianak;CAFE
1638;2019/02/09 11:15 s/d 2019/02/08 20:48;BIKE;Jl. Moh. Sohor,  Akcaya;TENGAH;PONTIANAK KOTA;-0,047546296,109,3340508;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,070640408,109,2884683;7.68;3500;0;3500;7;P;2004-08-22T00:00:00;82;L;1993-06-10T00:00:00;MOTOR;Suzuki;;;
1606;2019/02/08 20:48 s/d 2019/02/08 12:30;BIKE;Gang Familiy,  Siantan Tengah;SIANTAN HILIR;PONTIANAK UTARA;0.0023180947512449,109,3478901;Gg.Masjid,  Bansir Darat;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,088523052,109,3342378;12.21;6000;0;6000;73;L;1992-02-01T00:00:00;94;L;1981-09-21T00:00:00;MOTOR;BMW;;;
1702;2019/02/08 12:30 s/d 2019/02/08 08:26;BIKE;Gg. Kulang Kulit,  Parit Tokaya;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,070628322,109,3243888;Gang Singosari VI,  Sungai Beliung;SIANTAN HULU;PONTIANAK UTARA;-0,006756524,109,3014396;9.55;4500;0;4500;63;P;1994-05-03T00:00:00;93;L;1984-12-26T00:00:00;MOTOR;TVS;;;
1177;2019/02/08 08:26 s/d 2019/02/08 06:56;FOOD;Nasi Goreng 21, Jl. H. Rais A. Rachman No.310, Sungai Jawi Dalam, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;MARIANA;PONTIANAK KOTA;-0,020418712,109,3193189;Batu Layang,  North Pontianak;SUNGAI JAWI DALAM;PONTIANAK BARAT;0.0024194713009659,109,3068686;4.89;6000;84500;90500;23;P;1994-10-31T00:00:00;76;L;1992-07-12T00:00:00;MOTOR;TVS;15;Nasi Goreng 21;WARUNG MAKAN
1791;2019/02/08 06:56 s/d 2019/02/07 14:27;BIKE;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,065792549,109,2728699;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,044173393,109,2534823;5.23;2500;0;2500;74;P;2001-11-28T00:00:00;94;L;1981-09-21T00:00:00;MOTOR;BMW;;;
2042;2019/02/07 14:27 s/d 2019/02/07 12:51;CAR;Jl. Parit Bakti Kusuma,  Mega Tim.;TANJUNG HULU;PONTIANAK TIMUR;0.016281913656827,109,394783;Gg. Melda No.8,  Sungai Jawi Dalam;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,021751314,109,3068972;12.65;25200;0;25200;40;P;1997-03-22T00:00:00;99;L;1982-12-20T00:00:00;MOBIL;BMW;;;
1703;2019/02/07 12:51 s/d 2019/02/07 12:29;BIKE;Pal IX,  Kakap River;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,05647031,109,2734701;Jl. Parit Pangeran,  Siantan Hulu;TAMBELAN SAMPIT;PONTIANAK TIMUR;0.0088248557919978,109,3567134;13.76;7000;0;7000;2;L;1996-09-23T00:00:00;101;P;1986-02-04T00:00:00;MOTOR;Honda;;;
1643;2019/02/07 12:29 s/d 2019/02/07 08:33;BIKE;Jl. Tekam No.5,  Tj. Hulu;BANJAR SERASAN;PONTIANAK TIMUR;-0,032863563,109,3673474;Gg. Purnama Indah 6 No.18,  Kota Baru;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,061620784,109,3180245;8.35;4000;0;4000;21;L;2005-02-20T00:00:00;80;L;1987-03-29T00:00:00;MOTOR;TVS;;;
