id;date_order;date_finished;mode;from_alamat;from_kelurahan;from_kecamatan;from_lat;from_lng;to_alamat;to_kelurahan;to_kecamatan;to_lat;to_lng;distance;amount_delivery;amount_merchant;transaction_amount_total;customer_id;customer_name;customer_gender;customer_birthdate;driver_id;driver_name;driver_gender;driver_birthdate;kendaraan_jenis;kendaraan_merk;merchant_id;merchant_name;merchant_category
1576;22/02/2019 21.22;23/02/2019 04.37;BIKE;Jl. Raya Kakap,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,07354495;109,2569806;Jl. HM Suwignyo No.142,  Sungai Bangkong;DARAT SEKIP;PONTIANAK KOTA;-0,031211769;109,3159037;10,07;5000;0;5000;15;Tina Pertiwi;P;09/09/1987;93;Mahesa Tarihoran S.Farm;L;26/12/1984;MOTOR;TVS;;;
1945;22/02/2019 18.12;22/02/2019 18.36;CAR;Gang Mangga 1 No.7,  Sungai Jawi Luar;SUNGAI BELIUNG;PONTIANAK BARAT;-0,008773205;109,31937;Komp. Tebu Mandala,  Jl. Tebu;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,017033444;109,308459;3,52;6000;0;6000;48;Satya Sihombing M.M.;L;29/10/2005;109;Maimunah Pudjiastuti;P;05/02/1988;MOBIL;Honda;;;
1928;22/02/2019 17.33;22/02/2019 19.58;CAR;Unnamed Road,  Batu Layang;SUNGAI BELIUNG;PONTIANAK BARAT;0.0037767716050218;109,3039044;Unnamed Road,  Saigon;TANJUNG HILIR;PONTIANAK TIMUR;-0,035785415;109,3650191;10,09;19200;0;19200;57;Salsabila Mayasari S.T.;P;11/11/1982;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1116;22/02/2019 16.31;22/02/2019 19.40;FOOD;Geprek Bensu Pontianak, Jalan Sungai Raya Dalam no A1;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,0263303;109,3425039;Gang Anugrah,  Siantan Tengah;BATU LAYANG;PONTIANAK UTARA;0.010893692631288;109,3511475;6,25;8000;49000;57000;69;Tira Nurdiyanti;P;03/11/1999;105;Restu Yuniar S.Pt;P;18/03/1989;MOTOR;Kawasaki;338;Geprek Bensu Pontianak;WARUNG MAKAN
1649;22/02/2019 14.33;22/02/2019 16.06;BIKE;Gang Pramuka,  Pal Lima;SUNGAI BANGKONG;PONTIANAK KOTA;-0,026092317;109,2841892;Gg. Selamat 1 No.2,  Sungai Jawi Dalam;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,019095971;109,3211531;6,18;3000;0;3000;62;Melinda Namaga S.Pt;P;12/04/1977;90;Rusman Situmorang;L;24/03/1997;MOTOR;Yamaha;;;
1137;22/02/2019 14.24;22/02/2019 16.33;FOOD;Sosmed Cafe Dan Lounge, Jl. Wage Rudolf Supratman No.6B, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;PARIT TOKAYA;PONTIANAK SELATAN;-0,0336016;109,3376874;Gang Eklasia No.7b,  Kota Baru;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,065433087;109,3168715;6,23;8000;86000;94000;59;Dina Mulyani;P;26/10/1985;75;Atma Dasa Uwais;L;28/12/1985;MOTOR;TVS;340;Sosmed Cafe Dan Lounge;CAFE
1395;22/02/2019 13.30;22/02/2019 17.55;SHOP;Indomaret Komyos Sudarso, Jl Komyos Sudarso;SUNGAI BELIUNG;PONTIANAK BARAT;-0,005413;109,304494;Unnamed Road,  Mega Tim.;TAMBELAN SAMPIT;PONTIANAK TIMUR;0.015009115745033;109,3798433;10,68;15000;42000;57000;36;Harjasa Lazuardi;L;09/03/1990;91;Margana Pratama;L;24/12/1995;MOTOR;Honda;419;Indomaret Komyos Sudarso;TOKO/SWALAYAN
1685;22/02/2019 07.34;22/02/2019 08.43;BIKE;Unnamed Road,  Akcaya;PAL LIMA;PONTIANAK BARAT;-0,046198347;109,3364562;Jl. Yam Sabran No.52,  Tj. Hulu;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,025643522;109,3761755;6,97;3500;0;3500;66;Radika Niyaga Saptono;L;28/12/2002;104;Faizah Shania Usamah S.T.;P;19/10/1979;MOTOR;BMW;;;
1198;21/02/2019 19.41;21/02/2019 23.09;FOOD;UP2U Food Junction, Jl. Jendral Urip No.18, Tengah, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;MARIANA;PONTIANAK KOTA;-0,0254481;109,3346936;Jl. Dharma Putra No.59,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;-0,003676138;109,3447368;4,67;6000;42000;48000;27;Tiara Wijayanti S.E.;P;18/04/1974;101;Kartika Winarsih S.Ked;P;02/04/1986;MOTOR;Honda;336;UP2U Food Junction;JAJANAN
1921;21/02/2019 17.20;21/02/2019 20.45;CAR;JL. Pangeran Natakusumah,  No. 2;MARIANA;PONTIANAK KOTA;-0,040196844;109,3136736;Jl. Purnama Agung 7,  Komplek Pondok Agung Permata;DALAM BUGIS;PONTIANAK TIMUR;-0,066508598;109,3288436;5,38;9600;0;9600;24;Mursita Damanik;L;28/03/1985;107;Gasti Nadia Pratiwi S.Gz;P;01/09/1992;MOBIL;Volvo;;;
1215;21/02/2019 06.36;21/02/2019 08.36;FOOD;Marugame Udon & Tempura, Ayani Megamall, Jl. Jenderal Ahmad Yani No.4, Parit Tokaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;KOTA BARU;PONTIANAK SELATAN;-0,05151;109,345177;Gg. Selamat No.11a,  Kota Baru;SUNGAI JAWI;PONTIANAK KOTA;-0,055375633;109,3139258;5,5;7000;47500;54500;12;Edi Tarihoran;L;27/12/2002;76;Paiman Wacana S.Kom;L;07/12/1992;MOTOR;TVS;126;Marugame Udon & Tempura, Ayani Megamall;RESTAURANT
1943;20/02/2019 11.34;20/02/2019 18.34;CAR;Blok F5,  Siantan Hilir;SIANTAN TENGAH;PONTIANAK UTARA;0.0029947580153766;109,34436;Jl. Raya Sungai Kakap No.93,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,061991467;109,2742825;12,63;25200;0;25200;49;Omar Januar;L;12/09/1999;98;Imam Abyasa Maheswara;L;19/08/1981;MOBIL;Audi;;;
1698;19/02/2019 21.24;20/02/2019 01.24;BIKE;Gang Parit Timur,  Mega Tim.;SIANTAN HULU;PONTIANAK UTARA;-0,007100385;109,3989423;Jl. Sultan Hamid II No.7c,  Tj. Hilir;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,018909388;109,3638593;6,12;3000;0;3000;49;Omar Januar;L;12/09/1999;85;Jarwadi Nababan;L;01/06/1984;MOTOR;Suzuki;;;
1462;19/02/2019 20.50;20/02/2019 01.20;SHOP;Alfamart Tabrani Ahmad, Jl Tabrani Ahmad;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0209993;109,2978401;Jl. Widodo No.226,  Akcaya;TENGAH;PONTIANAK KOTA;-0,050510431;109,3202406;6,12;8000;60500;68500;12;Edi Tarihoran;L;27/12/2002;101;Kartika Winarsih S.Ked;P;02/04/1986;MOTOR;Honda;422;Alfamart Tabrani Ahmad;TOKO/SWALAYAN
1756;19/02/2019 14.41;19/02/2019 16.14;BIKE;Jl. Khatulistiwa No.2,  Siantan Hilir;BANJAR SERASAN;PONTIANAK TIMUR;-0,013252722;109,3348968;JL Merdeka Gang. Kakak Tua,  No. 66;SUNGAI BELIUNG;PONTIANAK BARAT;-0,019748283;109,3294103;2,95;1000;0;1000;41;Yance Riyanti;P;25/08/2000;80;Mursita Prasetya;L;29/03/1987;MOTOR;TVS;;;
1870;18/02/2019 22.38;19/02/2019 04.57;BIKE;the green park blok i no.5,  Jl. Tekam;DALAM BUGIS;PONTIANAK TIMUR;-0,033896997;109,3650388;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,061025807;109,2824666;11,66;6000;0;6000;46;Pia Ika Safitri;P;04/12/1988;78;Maryadi Natsir;L;13/11/1999;MOTOR;Yamaha;;;
1721;18/02/2019 19.41;18/02/2019 22.46;BIKE;Jalan Bina Jaya,  Kota Baru;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,064860336;109,310055;Jl. Mujahidin,  Akcaya;BATU LAYANG;PONTIANAK UTARA;-0,041456206;109,3361698;5,9;2500;0;2500;45;Nabila Icha Lestari;P;01/08/1984;92;Danu Januar;L;03/04/1977;MOTOR;Yamaha;;;
1433;18/02/2019 15.40;19/02/2019 00.40;SHOP;Alfamart Siantan Hulu, Jl 28 Oktober;SIANTAN HULU;PONTIANAK UTARA;-0,008582;109,361511;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,053320422;109,2809914;12,24;17000;100000;117000;13;Oskar Hakim;L;16/03/1989;89;Dirja Mansur;L;02/12/1987;MOTOR;Suzuki;426;Alfamart Siantan Hulu;TOKO/SWALAYAN
1283;18/02/2019 14.45;18/02/2019 19.01;FOOD;Blackball Pontianak, Gg. Kinibalu No.54, Sungai Jawi Dalam, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,020388;109,317973;Gg.Masjid,  Bansir Darat;SUNGAI BANGKONG;PONTIANAK KOTA;-0,086512654;109,3365535;9,64;13000;32500;45500;40;Yulia Yulianti;P;22/03/1997;77;Lukman Ganep Januar M.Ak;L;26/07/1976;MOTOR;BMW;43;Blackball Pontianak;CAFE
1765;18/02/2019 14.13;18/02/2019 18.33;BIKE;Jl. Era No.354,  Sungai Beliung;PAL LIMA;PONTIANAK BARAT;-0,010051894;109,3032145;Jl. Raya Kalimas Hulu,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,083352601;109,2831925;10,45;5000;0;5000;7;Shania Rika Pratiwi;P;22/08/2004;93;Mahesa Tarihoran S.Farm;L;26/12/1984;MOTOR;TVS;;;
1410;18/02/2019 12.48;18/02/2019 15.52;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708;109,336138;Unnamed Road,  Durian;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,044858807;109,3851413;8,46;11000;34500;45500;44;Satya Budiman;L;23/12/1987;81;Manah Sirait;L;09/08/1991;MOTOR;BMW;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1917;18/02/2019 11.47;18/02/2019 18.29;CAR;Gg. Harapan Jaya No.10,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,032895841;109,3209519;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,067818234;109,2821362;7,81;14400;0;14400;13;Oskar Hakim;L;16/03/1989;108;Ana Maimunah Pertiwi S.H.;P;21/12/1991;MOBIL;Toyota;;;
2026;18/02/2019 10.29;18/02/2019 13.24;CAR;Jl. Parit Leban,  Punggur Kecil;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,104966945;109,2871267;Gang Bersama 1A No.1a,  Siantan Hulu;SAIGON;PONTIANAK TIMUR;-0,015705206;109,3518954;14,26;28800;0;28800;62;Melinda Namaga S.Pt;P;12/04/1977;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
1114;17/02/2019 22.38;17/02/2019 23.46;FOOD;Blackball Pontianak, Gg. Kinibalu No.54, Sungai Jawi Dalam, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,020388;109,317973;Jl. Apel No.1,  Sungai Jawi Luar;SUNGAI BELIUNG;PONTIANAK BARAT;-0,014499249;109,3213659;2,76;3000;81500;84500;51;Artawan Pranowo;L;07/05/1991;104;Faizah Shania Usamah S.T.;P;19/10/1979;MOTOR;BMW;43;Blackball Pontianak;CAFE
1109;17/02/2019 20.10;17/02/2019 22.22;FOOD;Warung Haha Hihi, Jl. Cendrawasih No.53, Tengah, Pontianak Kota, Kota Pontianak, Kalimantan Barat, Indonesia;TENGAH;PONTIANAK KOTA;-0,0239244;109,3308352;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,065303451;109,2898046;8,48;11000;96000;107000;14;Panca Saputra;L;03/01/1995;75;Atma Dasa Uwais;L;28/12/1985;MOTOR;TVS;369;Warung Haha Hihi;WARUNG MAKAN
2034;17/02/2019 12.54;17/02/2019 18.24;CAR;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,040152642;109,268969;Jl. Khatulistiwa No.2,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;-0,010935921;109,3351828;10,05;19200;0;19200;51;Artawan Pranowo;L;07/05/1991;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1768;17/02/2019 09.44;17/02/2019 13.20;BIKE;Jl. Swadaya No.666,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,06106015;109,2923865;Gang Nirbaya 4 No.7,  Kota Baru;KOTA BARU;PONTIANAK SELATAN;-0,059793601;109,3119956;4,18;1500;0;1500;45;Nabila Icha Lestari;P;01/08/1984;77;Lukman Ganep Januar M.Ak;L;26/07/1976;MOTOR;BMW;;;
1813;17/02/2019 06.57;17/02/2019 14.47;BIKE;Gg. Keluarga 2,  Batu Layang;SUNGAI BELIUNG;PONTIANAK BARAT;0.015008468845206;109,3122406;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,055103634;109,281383;10,52;5000;0;5000;34;Darijan Kadir Waluyo;L;07/07/2005;100;Halima Kani Purnawati;P;08/11/1993;MOTOR;Yamaha;;;
1832;16/02/2019 17.17;16/02/2019 23.12;BIKE;Jl. Sungai Raya Dalam,  Punggur Kecil;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,117926238;109,3264796;Pal IX,  Kakap River;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,064188085;109,2856096;9,51;4500;0;4500;4;Karsana Caturangga Budiman S.Pt;L;17/01/1985;80;Mursita Prasetya;L;29/03/1987;MOTOR;TVS;;;
1977;16/02/2019 14.10;16/02/2019 18.00;CAR;Gg. Tata Kota No.2,  Kota Baru;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,061823134;109,3157978;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,070295109;109,2846159;5,59;9600;0;9600;20;Victoria Winarsih;P;17/03/1993;96;Bakda Gunawan;L;26/05/1995;MOBIL;KIA;;;
1844;16/02/2019 13.47;16/02/2019 18.59;BIKE;Gg. Asia Jaya No.7a,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,06487571;109,3127584;jl.h rais a.rahman gg.kemuning no.10,  Sungai Jawi;MARIANA;PONTIANAK KOTA;-0,024193731;109,3098515;6,53;3000;0;3000;70;Calista Fujiati S.T.;P;24/12/1985;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;;;
1971;16/02/2019 13.10;16/02/2019 17.42;CAR;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,074457023;109,2824155;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,057896644;109,2520352;5,85;10800;0;10800;56;Galur Hidayat;L;22/09/1984;98;Imam Abyasa Maheswara;L;19/08/1981;MOBIL;Audi;;;
1182;16/02/2019 10.33;16/02/2019 12.15;FOOD;Es Krim Angi, Jl. Karel Satsuit Tubun, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,0379059;109,331517;Gg. Lawu No.30a,  Sungai Jawi Dalam;PAL LIMA;PONTIANAK BARAT;-0,019341138;109,3128625;4,93;6000;56000;62000;42;Yunita Tiara Laksita;P;20/02/1998;105;Restu Yuniar S.Pt;P;18/03/1989;MOTOR;Kawasaki;76;Es Krim Angi;JAJANAN
1131;15/02/2019 21.33;15/02/2019 23.13;FOOD;KFC Gajah Mada, Jl. Siam No.216, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;AKCAYA;PONTIANAK SELATAN;-0,0310438;109,3402023;Jl. Sultan Muhammad No.112,  Darat Sekip;MARIANA;PONTIANAK KOTA;-0,025617603;109,3451479;2,82;3000;47500;50500;22;Lidya Laksita;P;10/10/2001;79;Jabal Prasetya S.Psi;L;18/08/1987;MOTOR;BMW;105;KFC Gajah Mada;RESTAURANT
1431;15/02/2019 20.49;15/02/2019 21.55;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708;109,336138;Jl. Terminal Siantan,  Siantan Tengah;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,020064396;109,3425236;3;3000;76000;79000;36;Harjasa Lazuardi;L;09/03/1990;83;Gaiman Hidayat S.Kom;L;17/11/1975;MOTOR;Honda;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1673;15/02/2019 20.41;16/02/2019 00.21;BIKE;Gg. Mukminin,  Sungai Beliung;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,014145809;109,3040164;Jl. Khatulistiwa No.157,  Siantan Hilir;DALAM BUGIS;PONTIANAK TIMUR;-0,008650545;109,3331518;5,3;2500;0;2500;44;Satya Budiman;L;23/12/1987;80;Mursita Prasetya;L;29/03/1987;MOTOR;TVS;;;
1252;15/02/2019 18.52;15/02/2019 22.32;FOOD;TOSS Cafe, Jl. Ir. H. Juanda No.76, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;DARAT SEKIP;PONTIANAK KOTA;-0,0266853;109,3395616;Gg. Natuna No.36,  Sungai Beliung;SUNGAI BELIUNG;PONTIANAK BARAT;-0,011076057;109,3076055;5,95;7000;60500;67500;11;Anita Mardhiyah;P;13/03/2002;81;Manah Sirait;L;09/08/1991;MOTOR;BMW;19;TOSS Cafe;CAFE
2035;15/02/2019 09.43;15/02/2019 12.22;CAR;Gang H. Majid,  Parit Tokaya;PARIT TOKAYA;PONTIANAK SELATAN;-0,053009894;109,3415602;Blk. G-H No.65,  Sungai Jawi;KOTA BARU;PONTIANAK SELATAN;-0,054484543;109,2997345;6,65;12000;0;12000;70;Calista Fujiati S.T.;P;24/12/1985;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1427;15/02/2019 08.25;15/02/2019 11.22;SHOP;Alfamart Tabrani Ahmad, Jl Tabrani Ahmad;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0209993;109,2978401;Gg. Alam No.88,  Sungai Bangkong;PARIT TOKAYA;PONTIANAK SELATAN;-0,053731581;109,3029183;5,68;7000;31000;38000;33;Kasusra Mandala;L;07/11/2000;80;Mursita Prasetya;L;29/03/1987;MOTOR;TVS;422;Alfamart Tabrani Ahmad;TOKO/SWALAYAN
1786;15/02/2019 07.17;15/02/2019 10.36;BIKE;Gang Waspada 1 No.5,  Sungai Jawi;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,021475477;109,3173581;Gang Amal No.22B,  Siantan Hulu;SAIGON;PONTIANAK TIMUR;-0,017650324;109,366361;7,47;3500;0;3500;26;Lidya Sudiati;P;30/05/1999;91;Margana Pratama;L;24/12/1995;MOTOR;Honda;;;
1246;14/02/2019 18.20;14/02/2019 20.15;FOOD;Sugeban Alianyang, Jl. Alianyang No.36, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78113, Indonesia;MARIANA;PONTIANAK KOTA;-0,033283;109,321995;Gg. Tj. Pinang,  Tj. Hulu;DALAM BUGIS;PONTIANAK TIMUR;-0,025246082;109,374279;7,88;10000;98500;108500;24;Mursita Damanik;L;28/03/1985;104;Faizah Shania Usamah S.T.;P;19/10/1979;MOTOR;BMW;13;Sugeban Alianyang;RESTAURANT
1839;14/02/2019 17.37;14/02/2019 19.52;BIKE;Gang Amanah No.15,  Kota Baru;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,062032885;109,3130224;Gg. Melda No.36,  Sungai Jawi Dalam;SUNGAI JAWI;PONTIANAK KOTA;-0,020394963;109,3060265;6,69;3000;0;3000;45;Nabila Icha Lestari;P;01/08/1984;100;Halima Kani Purnawati;P;08/11/1993;MOTOR;Yamaha;;;
1607;13/02/2019 18.44;13/02/2019 23.21;BIKE;Jl. Budi Utomo No.F3,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;0.00527383142849;109,3382976;Jl. Hos Cokroaminoto Gg. Bungur No.42,  Tengah;SIANTAN HILIR;PONTIANAK UTARA;-0,027508298;109,3343376;5,67;2500;0;2500;45;Nabila Icha Lestari;P;01/08/1984;78;Maryadi Natsir;L;13/11/1999;MOTOR;Yamaha;;;
1610;13/02/2019 07.53;13/02/2019 11.25;BIKE;Komp. Bali Mas 1 No.D.20,  Bangka Belitung Darat;KOTA BARU;PONTIANAK SELATAN;-0,074659073;109,3551935;Jl. MT Haryono,  Akcaya;PARIT MAYOR;PONTIANAK TIMUR;-0,045356566;109,3360101;5,89;2500;0;2500;37;Latika Puspita;P;01/08/1985;75;Atma Dasa Uwais;L;28/12/1985;MOTOR;TVS;;;
1619;13/02/2019 07.46;13/02/2019 14.46;BIKE;Gg. Gajah Mada 18 No.21A,  Benua Melayu Darat;SIANTAN HILIR;PONTIANAK UTARA;-0,035274778;109,3403297;Jl. Permata Ampera Blok A,  Sungai Jawi;BANSIR LAUT;PONTIANAK TENGGARA;-0,052081646;109,2977094;7,09;3500;0;3500;14;Panca Saputra;L;03/01/1995;101;Kartika Winarsih S.Ked;P;02/04/1986;MOTOR;Honda;;;
1728;12/02/2019 06.33;12/02/2019 09.38;BIKE;Gang Banyumas,  Tj. Hulu;SIANTAN TENGAH;PONTIANAK UTARA;-0,022320636;109,3744458;Jl. BTN Permai No.527,  Sungai Beliung;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,008692562;109,2988765;10,54;5000;0;5000;52;Ayu Yuliarti;P;21/01/1988;83;Gaiman Hidayat S.Kom;L;17/11/1975;MOTOR;Honda;;;
1466;11/02/2019 19.59;11/02/2019 23.03;SHOP;Alfamart Pontianak Mall, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0301863;109,3356331;Unnamed Road,  Siantan Tengah;SIANTAN HILIR;PONTIANAK UTARA;-0,006290619;109,3478846;4,99;6000;63000;69000;66;Radika Niyaga Saptono;L;28/12/2002;78;Maryadi Natsir;L;13/11/1999;MOTOR;Yamaha;421;Alfamart Pontianak Mall;TOKO/SWALAYAN
1210;11/02/2019 19.39;11/02/2019 20.59;FOOD;Grillme , Jl. Gusti Johan Idrus No.12, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;SUNGAI BANGKONG;PONTIANAK KOTA;-0,0445047;109,3318756;Gg. HM Suwignyo I No.9,  Sungai Bangkong;SUNGAI JAWI;PONTIANAK KOTA;-0,03204033;109,3164071;4,21;5000;60000;65000;12;Edi Tarihoran;L;27/12/2002;90;Rusman Situmorang;L;24/03/1997;MOTOR;Yamaha;12;Grillme ;RESTAURANT
1622;10/02/2019 17.57;10/02/2019 20.41;BIKE;Gang Eklasia No.7b,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,064690864;109,316421;Blk. C-D No.c12,  Pal Lima;MARIANA;PONTIANAK KOTA;-0,031034466;109,2848186;7,13;3500;0;3500;36;Harjasa Lazuardi;L;09/03/1990;94;Harjo Karya Suwarno;L;21/09/1981;MOTOR;BMW;;;
1261;10/02/2019 17.39;10/02/2019 21.57;FOOD;Banana Queen, Jalan Putri Daranante Gg.Nurcahaya No.41B;SUNGAI BANGKONG;PONTIANAK KOTA;-0,0263303;109,3425039;Jl. Raya Sungai Kakap No.67,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,05853362;109,2681455;11,01;15000;80500;95500;28;Nova Raina Yulianti;P;15/02/1990;83;Gaiman Hidayat S.Kom;L;17/11/1975;MOTOR;Honda;339;Banana Queen;JAJANAN
1591;10/02/2019 13.34;10/02/2019 17.04;BIKE;Jl. Media No.46,  Benua Melayu Darat;TENGAH;PONTIANAK KOTA;-0,0494761;109,3480021;Unnamed Road,  Punggur Kecil;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,08380804;109,3161212;7,21;3500;0;3500;58;Kasiran Uwais;L;07/05/1998;90;Rusman Situmorang;L;24/03/1997;MOTOR;Yamaha;;;
1659;09/02/2019 17.26;09/02/2019 21.50;BIKE;Unnamed Road,  Saigon;PARIT MAYOR;PONTIANAK TIMUR;-0,044568656;109,3706488;Jl. Dharma Putra,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;0.0038359314870957;109,3425164;8,23;4000;0;4000;48;Satya Sihombing M.M.;L;29/10/2005;78;Maryadi Natsir;L;13/11/1999;MOTOR;Yamaha;;;
1623;09/02/2019 14.59;09/02/2019 20.19;BIKE;Jl. Tebu No.6B,  Sungai Jawi Dalam;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,012762989;109,3093523;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,060016385;109,2833266;8;4000;0;4000;63;Paris Andriani;P;05/03/1994;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;;;
1264;09/02/2019 14.43;09/02/2019 17.43;FOOD;Mato Pontianak, Jl. Putri Candramidi No.21a, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78116, Indonesia;DARAT SEKIP;PONTIANAK KOTA;-0,0384471;"109.3272303 																															-0.03844709999999999";Gg. Pancasila II No.51,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,032051085;109,3194609;3,12;3000;62000;65000;1;Marsito Winarno;L;04/01/1997;83;Gaiman Hidayat S.Kom;L;17/11/1975;MOTOR;Honda;48;Mato Pontianak;CAFE
1638;09/02/2019 11.15;09/02/2019 14.03;BIKE;Jl. Moh. Sohor,  Akcaya;TENGAH;PONTIANAK KOTA;-0,047546296;109,3340508;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,070640408;109,2884683;7,68;3500;0;3500;7;Shania Rika Pratiwi;P;22/08/2004;82;Latif Marbun;L;06/10/1993;MOTOR;Suzuki;;;
1606;08/02/2019 20.48;09/02/2019 07.36;BIKE;Gang Familiy,  Siantan Tengah;SIANTAN HILIR;PONTIANAK UTARA;0.0023180947512449;109,3478901;Gg.Masjid,  Bansir Darat;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,088523052;109,3342378;12,21;6000;0;6000;73;Ihsan Harjasa Prabowo;L;02/01/1992;94;Harjo Karya Suwarno;L;21/09/1981;MOTOR;BMW;;;
1702;08/02/2019 12.30;08/02/2019 16.06;BIKE;Gg. Kulang Kulit,  Parit Tokaya;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,070628322;109,3243888;Gang Singosari VI,  Sungai Beliung;SIANTAN HULU;PONTIANAK UTARA;-0,006756524;109,3014396;9,55;4500;0;4500;63;Paris Andriani;P;05/03/1994;93;Mahesa Tarihoran S.Farm;L;26/12/1984;MOTOR;TVS;;;
